HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3MVY4USGB62Y3VL1O0I299D1E7RIS7,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3PDJHANYK6WV7MAE172FXCCH6L56HS,A2FWRZLIE1I60V,Submitted,Sat Apr 24 18:10:52 PDT 2021,Sat Apr 24 18:11:45 PDT 2021,Tue Apr 27 18:11:45 PDT 2021,,,,53,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss595.png,"[{""height"":18,""label"":""Face"",""left"":46,""top"":78,""width"":19},{""height"":18,""label"":""Face"",""left"":118,""top"":75,""width"":16},{""height"":20,""label"":""Face"",""left"":157,""top"":76,""width"":16},{""height"":19,""label"":""Face"",""left"":175,""top"":68,""width"":16},{""height"":19,""label"":""Face"",""left"":243,""top"":77,""width"":17},{""height"":20,""label"":""Face"",""left"":294,""top"":78,""width"":17}]",267,400,,
3ABAOCJ4R8J8MYWFHBRP625HDSQMQ2,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3T3IWE1XG73EMDKTGAX2H0WWHGCQTJ,A3E3R2Y577HGEN,Submitted,Sat Apr 24 18:16:54 PDT 2021,Sat Apr 24 18:21:06 PDT 2021,Tue Apr 27 18:21:06 PDT 2021,,,,252,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss772.png,"[{""height"":45,""label"":""Face"",""left"":45,""top"":190,""width"":35},{""height"":62,""label"":""Face"",""left"":108,""top"":150,""width"":61}]",400,267,,
3SU800BH867RZ61OQDIBXCMBQETUQ2,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,37C0GNLMHGJEV65CFBJP6RXJETB6DI,A1T98U1UWD1GSL,Submitted,Sat Apr 24 18:00:42 PDT 2021,Sat Apr 24 18:01:16 PDT 2021,Tue Apr 27 18:01:16 PDT 2021,,,,34,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss596.png,"[{""height"":176,""label"":""Face"",""left"":101,""top"":151,""width"":127}]",400,301,,
3OB6JN3A9Q48YZBFUQGPBSFM9ESMR3,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,39ASUFLU6YNW6R38CT3ZCMSOB9BEXD,A2NSRHX8GMEMV0,Submitted,Sat Apr 24 18:02:06 PDT 2021,Sat Apr 24 18:02:29 PDT 2021,Tue Apr 27 18:02:29 PDT 2021,,,,23,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss773.png,"[{""height"":21,""label"":""Face"",""left"":65,""top"":71,""width"":21},{""height"":28,""label"":""Face"",""left"":148,""top"":60,""width"":27},{""height"":24,""label"":""Face"",""left"":218,""top"":61,""width"":23},{""height"":20,""label"":""Face"",""left"":290,""top"":63,""width"":22},{""height"":19,""label"":""Face"",""left"":370,""top"":70,""width"":21},{""height"":12,""label"":""Face"",""left"":380,""top"":18,""width"":13},{""height"":11,""label"":""Face"",""left"":251,""top"":6,""width"":7},{""height"":8,""label"":""Face"",""left"":227,""top"":11,""width"":5},{""height"":7,""label"":""Face"",""left"":325,""top"":31,""width"":5},{""height"":6,""label"":""Face"",""left"":295,""top"":31,""width"":6},{""height"":6,""label"":""Face"",""left"":280,""top"":29,""width"":6},{""height"":8,""label"":""Face"",""left"":172,""top"":24,""width"":7},{""height"":6,""label"":""Face"",""left"":145,""top"":30,""width"":6},{""height"":7,""label"":""Face"",""left"":83,""top"":24,""width"":6},{""height"":9,""label"":""Face"",""left"":58,""top"":24,""width"":7},{""height"":9,""label"":""Face"",""left"":25,""top"":22,""width"":6},{""height"":7,""label"":""Face"",""left"":2,""top"":22,""width"":8}]",274,400,,
3HEM8MA6H9RE71TS9RJHN6ZCIX1PQ1,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3PXX5PX6LYEM3BJVRS9VR6B57RPAB5,A2G8OW2VLV1R2D,Submitted,Sat Apr 24 18:03:04 PDT 2021,Sat Apr 24 18:03:24 PDT 2021,Tue Apr 27 18:03:24 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss597.png,"[{""height"":24,""label"":""Face"",""left"":295,""top"":125,""width"":22},{""height"":27,""label"":""Face"",""left"":344,""top"":115,""width"":22}]",267,400,,
3VO4XFFP151P1VPSD5P0NK8RI3V7QC,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3X3OR7WPZ0GKXWCSL7EB9I1FTX3L8Z,A176RI4BEE308Z,Submitted,Sat Apr 24 18:05:57 PDT 2021,Sat Apr 24 18:06:28 PDT 2021,Tue Apr 27 18:06:28 PDT 2021,,,,31,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss774.png,"[{""height"":40,""label"":""Face"",""left"":66,""top"":32,""width"":38},{""height"":58,""label"":""Face"",""left"":122,""top"":80,""width"":51},{""height"":56,""label"":""Face"",""left"":257,""top"":30,""width"":44}]",226,400,,
3WJGKMRWVIO1O3GJZ0RR37T60ZXDC6,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3OUYGIZWR8ES6SMNIVU3XK4HF9T0PQ,A32BUVD6WINH9U,Submitted,Sat Apr 24 18:06:52 PDT 2021,Sat Apr 24 18:07:00 PDT 2021,Tue Apr 27 18:07:00 PDT 2021,,,,8,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss598.png,"[{""height"":152,""label"":""Face"",""left"":111,""top"":203,""width"":110}]",400,301,,
32XN26MTXZY0SN9V01WVRJZA0J2L01,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,339ANSOTR6I22W6N9TE177IE7T3KI3,A3KAJ085J9OR0Z,Submitted,Sat Apr 24 18:03:25 PDT 2021,Sat Apr 24 18:03:38 PDT 2021,Tue Apr 27 18:03:38 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss775.png,"[{""height"":42,""label"":""Face"",""left"":77,""top"":66,""width"":53},{""height"":46,""label"":""Face"",""left"":277,""top"":53,""width"":52}]",225,400,,
36U4VBVNQOSRB7GO3S7B22WGM0VUR3,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3EKVH9QMEZKQD5MBS97MGEG7YOAD29,A21Y3W97ZMFSU1,Submitted,Sat Apr 24 18:14:44 PDT 2021,Sat Apr 24 18:15:00 PDT 2021,Tue Apr 27 18:15:00 PDT 2021,,,,16,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss599.png,"[{""height"":137,""label"":""Face"",""left"":86,""top"":144,""width"":112}]",400,301,,
39O0SQZVJNMPDW4SQKE0SAIWEPX7RD,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3EA3QWIZ4JB15FWA32ST8Y5AQ6UTII,A10QRO2MWG7AZ7,Submitted,Sat Apr 24 18:07:08 PDT 2021,Sat Apr 24 18:07:32 PDT 2021,Tue Apr 27 18:07:32 PDT 2021,,,,24,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss776.png,"[{""height"":26,""label"":""Face"",""left"":15,""top"":79,""width"":27},{""height"":39,""label"":""Face"",""left"":288,""top"":88,""width"":29}]",267,400,,
362E9TQF2H5VDQCAT0OLKVUYQWXIGN,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3U5NZHP4LSI3HSSJG31O3C3Y1QVHP9,A2NSRHX8GMEMV0,Submitted,Sat Apr 24 18:13:49 PDT 2021,Sat Apr 24 18:14:11 PDT 2021,Tue Apr 27 18:14:11 PDT 2021,,,,22,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss777.png,"[{""height"":55,""label"":""Face"",""left"":49,""top"":146,""width"":53},{""height"":40,""label"":""Face"",""left"":26,""top"":82,""width"":44},{""height"":30,""label"":""Face"",""left"":73,""top"":48,""width"":29},{""height"":32,""label"":""Face"",""left"":137,""top"":42,""width"":26},{""height"":34,""label"":""Face"",""left"":187,""top"":52,""width"":33},{""height"":23,""label"":""Face"",""left"":226,""top"":47,""width"":22},{""height"":36,""label"":""Face"",""left"":285,""top"":35,""width"":37},{""height"":40,""label"":""Face"",""left"":363,""top"":32,""width"":34}]",226,400,,
3O71U79SRB4KZEBS9FGU12KIVGBSMX,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3VBEN272MLFMUOD0OEN0DHW89AOGSO,A2NSRHX8GMEMV0,Submitted,Sat Apr 24 18:01:11 PDT 2021,Sat Apr 24 18:01:15 PDT 2021,Tue Apr 27 18:01:15 PDT 2021,,,,4,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss6.png,"[{""height"":160,""label"":""Face"",""left"":254,""top"":100,""width"":133}]",405,600,,
31YWE12TE0R9ASQ4ZJKSHS4KF6IX7Z,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,3OLQQLKKNT5VB7YJVPOYLDK90BXEJQ,A1X0YBE4839FEE,Submitted,Sat Apr 24 18:11:56 PDT 2021,Sat Apr 24 18:12:09 PDT 2021,Tue Apr 27 18:12:09 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss60.png,"[{""height"":128,""label"":""Face"",""left"":78,""top"":176,""width"":100}]",400,301,,
3VJ4PFXFJ3MZCQU71HLP7C76MW7UAV,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3L2IS5HSFBY8JTMQ0NVVI2NTVJVUNQ,A2G8OW2VLV1R2D,Submitted,Sat Apr 24 18:05:24 PDT 2021,Sat Apr 24 18:05:37 PDT 2021,Tue Apr 27 18:05:37 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss778.png,"[{""height"":38,""label"":""Face"",""left"":57,""top"":21,""width"":31},{""height"":39,""label"":""Face"",""left"":84,""top"":108,""width"":39},{""height"":28,""label"":""Face"",""left"":176,""top"":53,""width"":26},{""height"":34,""label"":""Face"",""left"":223,""top"":36,""width"":29},{""height"":59,""label"":""Face"",""left"":315,""top"":87,""width"":64}]",267,400,,
3VQTAXTYN304V0ZZ7VLL2NRC4ESUBQ,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:44 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:44 PDT 2021,,,3FIUS151DWIJ4J49TETJO3D5LZUGG4,AQQLPMNOK4BU8,Submitted,Sat Apr 24 18:00:22 PDT 2021,Sat Apr 24 18:00:50 PDT 2021,Tue Apr 27 18:00:50 PDT 2021,,,,28,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss779.png,"[{""height"":39,""label"":""Face"",""left"":23,""top"":43,""width"":36},{""height"":41,""label"":""Face"",""left"":77,""top"":20,""width"":35},{""height"":30,""label"":""Face"",""left"":139,""top"":41,""width"":24},{""height"":27,""label"":""Face"",""left"":189,""top"":71,""width"":23},{""height"":20,""label"":""Face"",""left"":323,""top"":77,""width"":12}]",266,400,,
3IQ9O0AYW6EZIVYGD0NSJE9NGQ5ITW,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,358010RM5F9D82PU7JS9CQGAB4FXV3,A1X0YBE4839FEE,Submitted,Sat Apr 24 18:17:28 PDT 2021,Sat Apr 24 18:17:36 PDT 2021,Tue Apr 27 18:17:36 PDT 2021,,,,8,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss600.png,"[{""height"":107,""label"":""Face"",""left"":143,""top"":77,""width"":109}]",250,400,,
3D1TUISJWIFEI8D5D5D2OAVPZ4CIUN,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,32KTQ2V7REV4HJDNQBL49RBFD8C9MF,A1KD2PXNC67ECX,Submitted,Sat Apr 24 18:12:09 PDT 2021,Sat Apr 24 18:13:48 PDT 2021,Tue Apr 27 18:13:48 PDT 2021,,,,99,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss601.png,"[{""height"":137,""label"":""Face"",""left"":84,""top"":163,""width"":100}]",400,301,,
3PKVGQTFIHZ8SG0TDT405N2TIO6RYY,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:45 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:45 PDT 2021,,,3QY5DC2MXS0WV1992ZCIAXEKTS8UFI,A2MZTACGUOOMDO,Submitted,Sat Apr 24 17:56:50 PDT 2021,Sat Apr 24 17:57:11 PDT 2021,Tue Apr 27 17:57:11 PDT 2021,,,,21,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss78.png,"[{""height"":105,""label"":""Face"",""left"":108,""top"":231,""width"":78}]",400,301,,
3ZFRE2BDQ9TSU2WAIECB8CXJPZVZXT,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:50 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:50 PDT 2021,,,33PPUNGG39LAKQ8SZHBK8E7IYYZRZ0,AQQLPMNOK4BU8,Submitted,Sat Apr 24 18:03:24 PDT 2021,Sat Apr 24 18:03:43 PDT 2021,Tue Apr 27 18:03:43 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss602.png,"[{""height"":22,""label"":""Face"",""left"":251,""top"":22,""width"":19}]",226,400,,
3P6ENY9P79B9DM7LD6635V6Z5WAIHM,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:45 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:45 PDT 2021,,,3U088ZLJVL9IQ1JOUH8YPECD86VW0G,A2NSRHX8GMEMV0,Submitted,Sat Apr 24 18:09:38 PDT 2021,Sat Apr 24 18:10:08 PDT 2021,Tue Apr 27 18:10:08 PDT 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss780.png,"[{""height"":17,""label"":""Face"",""left"":344,""top"":67,""width"":21},{""height"":51,""label"":""Face"",""left"":231,""top"":128,""width"":70},{""height"":70,""label"":""Face"",""left"":95,""top"":60,""width"":56},{""height"":33,""label"":""Face"",""left"":176,""top"":77,""width"":48},{""height"":23,""label"":""Face"",""left"":158,""top"":61,""width"":18},{""height"":9,""label"":""Face"",""left"":250,""top"":46,""width"":9},{""height"":7,""label"":""Face"",""left"":339,""top"":45,""width"":8},{""height"":10,""label"":""Face"",""left"":370,""top"":49,""width"":11}]",225,400,,
3O71U79SRB4KZEBS9FGU12KIVGBMSR,3EI427GH2WWMEJU88Y4HY8Q4S6S0V9,Draw bounding boxes around faces,Draw bounding boxes around all visible faces,"bounding box, face",$0.01,Sat Apr 24 17:36:45 PDT 2021,1,BatchId:4420060;OriginalHitTemplateId:928390838;,3600,259200,Sat May 01 17:36:45 PDT 2021,,,3XM0HYN6NLFRXI1HQ2TII96L9A2PE0,A37NZ5CUEO3RX7,Submitted,Sat Apr 24 18:03:27 PDT 2021,Sat Apr 24 18:03:41 PDT 2021,Tue Apr 27 18:03:41 PDT 2021,,,,14,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/maksssksksss781.png,"[{""height"":134,""label"":""Face"",""left"":78,""top"":199,""width"":113}]",400,301,,
